day,start,end,start_time,end_time,room,cleared_prior,cleared_after,title,description
1,11:30 AM,12:30 PM,1130,1230,jw-platinum,N,N,Crunchyroll Presents Revenge of the BLERDS: Black Love of Anime,"Anime and African American culture have had a special relationship since it first hit American shores. Everything from hip hop to fashion to Black-created film and television can see some influences from the likes of Dragon Ball, Naruto, Jojo's Bizarre Adventure, and just about every other anime under the sun. This panel brings together a wide range of Black anime superfans to talk about how the medium has influenced the culture at large and why the affinity is so strong and the love so deep. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
1,11:30 AM,12:20 PM,1130,1220,408-AB,N,N,Anime Blogging Basics with The Anime View,This panel on starting and running a blog offers essential knowledge and tools for aspiring bloggers. Our goal is for participants will leave with the skills and inspiration to launch and sustain a successful anime blog! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***
1,12:00 PM,1:20 PM,1200,1320,jw-diamond,?,N,MangaGamer: Ryukishi Q&A,"As the founder of 07th Expansion, Ryukishi has gone on to develop, write, and illustrate major Visual Novel series like Higurashi When They Cry, Umineko, and more. At this panel he'll be discussing his current projects with 07th Expansion, and answering questions from the audience about his work and career. ***This room will NOT be cleared for the next panel.***"
1,12:00 PM,12:50 PM,1200,1250,403-AB,N,N,Anime Intro Battle,Come test your knowledge on anime intros! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***
1,12:00 PM,12:50 PM,1200,1250,409-AB,N,N,Spin the wheel – Anime Edition,"Test your knowledge on anime with our fun spin the wheel game where you can not only show off your skills, but also win some cool prizes! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
1,12:00 PM,12:50 PM,1200,1250,404-AB,N,N,The JNC Original Light Novel Contest Awards Ceremony,Calling all aspiring authors & LN fans! J-Novel Club will be announcing the winners of its Original Light Novel Contest! Get a sneak peak at the awarded stories and advice from pros on what makes a story stand out (and what pitfalls to avoid!) when writing your own. Plus... an exciting announcement! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***
1,12:00 PM,12:50 PM,1200,1250,406-AB,N,N,Workshop: Voice Acting for Japanese Anime,Join us in voicing your favorite anime in Japanese! We'll learn vocal warmups and tips and tricks from a professional voice actor before tackling the ultimate challenge: voicing short scenes together! Don’t worry about your Japanese language learning experience or level; everyone is welcome! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***
1,12:00 PM,1:20 PM,1200,1320,402-AB,N,N,Yu-Gi-Oh! 5D's: More Than Card Games on Motorcycles,"Ancient gods, classism, robots from the future, and yes...motorbikes. Come hang out with us and let's chat about why 5D's is truly the pinnacle of the Yu-Gi-Oh! franchise. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
1,12:30 PM,1:50 PM,1230,1350,petree-hall,N,N,Aniplex of America x A-1 Pictures Industry Panel,"Aniplex of America and A-1 Pictures team up for a jam-packed industry panel! Learn about Aniplex’s 2024 anime line-up from the staff of Aniplex of America, and a behind the scenes look from the prestigious A-1 Pictures studio. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
1,1:00 PM,2:15 PM,1300,1415,jw-platinum,N,N,That Time There Was a Lot of Isekai Anime on Crunchyroll,"For all the isekai lovers, Crunchyroll is bringing you plenty of action-packed, overpowered isekais this year! Join us for a discussion with staff from both the manga and anime production of some of the hottest isekai titles this year—including “That Time I Was Reincarnated as a Slime,” “I Was Reincarnated as the 7th Prince so I Can Take My Time Perfecting My Magical Ability”, and “Wistoria: Wand and Sword.” Let’s dive into the creative process behind creating exciting adventures in other worlds! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
1,1:00 PM,2:00 PM,1300,1400,411,N,N,"RADWIMPS
and Music from the Films of Makoto Shinkai","Love the music of Suzume and Weathering with You? From Tenmon to RADWIMPS, music from the films of Makoto Shinkai have moved audiences for years. In this session of the JAMS@AX Symposium , join professors David F. Lopez Elliott Jones and John Marr as they explore the music from these amazing films. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
1,1:00 PM,1:50 PM,1300,1350,511-ABC,N,N,On Stage and Beyond: A Conversation with Hiroki Nanami and Urara Reimi + GoH Q&A,"Join Hiroki Nanami and Urara Reimi, two of Japan's top theatre stars, for an exclusive panel discussion. Renowned for their dynamic roles in the Takarazuka Revue, they will share career stories, insights into their creative processes, tips on posing, and reflections on their past, present, and future in the performing arts. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
1,1:30 PM,2:20 PM,1330,1420,404-AB,N,N,Concrunch 101- How To Get Stuff Done,"Are you always rushing to finish your cosplays at the last minute? Do you show up to conventions sleepless and covered in hot glue? If that sounds like you, you’re not alone! Learn how to avoid the dreaded con crunch and manage your time when deadlines get tight at this fun and interactive panel! We’ll go over how to defeat the crunch and how to make it bearable when it just can’t be avoided! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
1,1:30 PM,2:20 PM,1330,1420,403-AB,N,N,HIDIVE Presents I PARRY EVERYTHING North American Premiere,Join HIDIVE for the North American premiere of “I PARRY EVERYTHING” ahead of its simulcast debut. Start your next adventure with this Summer 2024 fantasy adventure simulcast before anyone else! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***
1,1:45 PM,2:35 PM,1345,1435,main-events,N,N,HATSUNE MIKU: COLORFUL STAGE! with Ai Furihata and Mayu Yoshioka,"The popular rhythm game, HATSUNE MIKU: COLORFUL STAGE! will be hosting a panel for one day only at Anime Expo. Come meet special guests Ai Furihata, the voice of Airi Momoi, and Mayu Yoshioka, the voice of Haruka Kiritani! The panel will include a Q&A, quiz segment, and more! Don't miss out on your chance to see your favorite VA in person. See you there! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
1,1:45 PM,2:35 PM,1345,1435,408-AB,N,N,Iyuno Presents: Behind the Scenes of Anime Dubbing,"Enter the world of Anime Dubbing with Iyuno USA! The team that brought you the English voices of Pluto, Pokémon Concierge, Black Clover: Sword of the Wizard King, Record of Ragnarok, Beastars, Kengan Ashura, and Violet Evergarden. Join our panel of industry professionals to learn the inner workings of how dubs are created. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
1,2:00 PM,3:30 PM,1400,1530,the-novo,?,?,Warner Bros. Japan presents Suicide Squad ISEKAI and Batman Ninja vs. Yakuza League,"Warner Bros. Japan is back with one of the most anticipated anime of the season “Suicide
Squad ISEKAI”!!! Don't miss the screening of Episode 1 with creative staff from Japan and
a special performance by ED theme song artist Mori Calliope. Be the first to see the never
seen before clip from “Batman Ninja vs. Yakuza League”, the much-awaited sequel to the
original anime film, “Batman Ninja”. ***This room WILL be cleared after the panel.***"
1,2:00 PM,3:00 PM,1400,1500,ax-dance,?,?,Otaku Zumba Class 101,Move to the beat and get your groove on! Dance with us to a mix of your favorite anime music with Zumba moves to get your blood pumping. Beginner-friendly & No judgment zone! 
1,2:15 PM,3:05 AM,1415,1505,406-AB,N,N,Create Your Own Omamori Amulet & Envision Your Ideal Community!,"Join Kizuna Little Tokyo, AX's 2024 Charity Recipient, for an exciting family-friendly workshop where we blend the meaning of Japanese omamori amulets with the creativity of city planning. We'd love to share our beautiful and historic home of Little Tokyo with AX goers and envision 'what makes an ideal community? ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
1,2:15 PM,5:15 PM,1415,1715,409-AB,Y,?,Gundam Kit Workshop,"Do you want to build Gunpla? Join us in Room 409 for a free workshop, where we'll teach you how to assemble a Gundam model kit that's yours to take with you. We hope to see you there! ***This room WILL be cleared prior to this panel.***"
1,2:30 PM,3:20 PM,1430,1520,petree-hall,N,N,eigoMANGA's Create And Publish Your Manga,"eigoMANGA's team will hold a tutorial workshop to teach how to create, publish, and release your own manga. They will also be on hand to critique portfolios from up-and-coming creators. He and his colleagues will talk about releasing original manga for conventions, online, and for retail stores.  ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
1,2:45 PM,3:35 PM,1445,1535,402-AB,N,N,"Pirates, Ninjas, and Soul Reapers: The Legacy of Anime's Big 3","One Piece, Naruto, and Bleach are three best selling series that pioneered anime and manga for a generation of fans. Let's discuss the impact these series had on anime/manga storytelling, youth, the Internet, and American pop culture.  ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
1,2:45 PM,3:30 PM,1445,1530,jw-platinum,N,N,Crunchyroll x Logic at Anime Expo,Join Crunchyroll as we host a fireside chat with GRAMMY-nominated rapper and songwriter Logic about his love of anime and how the medium has inspired his music.  ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***
1,2:45 PM,4:05 PM,1445,1605,jw-diamond,N,N,Can universities be incubators and financiers for manga production? A case study of a new manga funded by the University of South Carolina!,"Prof. Northrop Davis (“Manga and Anime Go to Hollywood”) discusses manga & anime as educational tools for teaching Japanese culture/history- plus a case study of Davis and his former students’ and pros’ stunning new 350 page+ family adventure/sci-fi manga.  And its character development, visual design methods & how he teaches manga production classes.  ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
1,3:15 PM,4:05 PM,1515,1605,511-ABC,N,N,“SHOSHIMIN: How to become Ordinary” ft. Anime Trending Industry Panel,"From TV Asahi, “SHOSHIMIN: How to become Ordinary” (by the author of ""Hyouka"") begins July 2024!! Come learn more about the anime from the producer, other upcoming anime, and what's popular this year so far!  ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
1,3:15 PM,4:05 PM,1515,1605,408-AB,N,N,Studio Bones New Anime Project with Kodansha,"“My Hero Academia” and “Fullmetal Alchemist” producer Studio Bones presents their new project with Kodansha, publisher of “Attack on Titan” and other hits. Anime producers and the editor of the manga will reveal behind the scenes of the upcoming anime. We'll also show the trailer and teaser visual. All attendees will receive an exclusive gift!  ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
1,3:15 PM,4:05 AM,1515,1605,411,N,N,Voices of the Night: Behind the Making of Ex and Bee - Nightfall's Coven,Discover the secrets behind NTT Solmare's new supernatural and somber tale. Exclusive insights and cast messages!  ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***
1,3:15 PM,4:35 PM,1515,1635,main-events,N,N,SPY×FAMILY / Kaiju No. 8 SPECIAL EVENT Hosted by TOHO animation,Suit up for international intrigue at fearsome monsters at the SPY×FAMILY / Kaiju No. 8 SPECIAL EVENT. TOHO animation will take you through two of their hit titles with the help of several special guests!  ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***
1,3:30 PM,4:30 PM,1530,1630,ax-dance,?,?,Kpop Dance Workshop #1: Girl Group Workshop,"Do you scream for kpop? Ever heard the first note of a song and knew you needed to learn the dance? Are you constantly feeling the rhythm when you see kpop dance challenges? Learn a fun surprise girl group choreography with Absolute Zero to get all the attention! This all-levels workshop is guaranteed to
make you step!"
1,3:45 PM,4:35 PM,1545,1635,404-AB,N,N,Kodansha: New Licensing Announcements,"Kodansha—purveyors of some of the most exciting & heartfelt manga published today like, Blue Lock, Attack on Titan and A Sign of Affection—invites new and veteran manga fans to an exclusive first-look at the hot new print & digital manga license coming to your collection soon.  ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
1,3:45 PM,4:35 PM,1545,1635,406-AB,N,N,Maiko Workshop,"Join us at the Maiko workshop for an unforgettable journey into the heart of Japanese culture. Whether you're a seasoned enthusiast or new to the world of Maiko, there's something for everyone to enjoy and learn.  ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
1,3:45 PM,4:35 PM,1545,1635,403-AB,N,N,Talk session by Acky Bright and ASTERISM,"In this section, we ask them what this new collaboration between illustrator Acky Bright and heavy metal band ASTERISM will be about.  ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
1,4:00 PM,4:50 PM,1600,1650,petree-hall,N,N,Tradition meets Anime - Japanese Sword Fight Performance,"We are ""Team Dot."", a Japanese cultural performance team. Join us as we tell the story of a man mastering anime sword fight moves to face a villain. Come experience the essence of traditional Japanese arts infused with the thrill of anime. Let us transport you to a world where tradition meets shonen adventure!  ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
1,4:00 PM,5:00 PM,1600,1700,jw-platinum,N,N,"TRIGUN STAMPEDE panel, presented by Crunchyroll and Orange",Join Crunchyroll for an exclusive panel featuring the creative minds behind TRIGUN STAMPEDE. Producers Yoshihiro Watanabe and Katsuhiro Takei will give an in-depth look back at the thrilling first season and an exciting sneak peek at what's in store for the future.  ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***
1,4:15 PM,5:05 PM,1615,1705,402-AB,N,N,My Love Story with Yamada-kun at Lv999! Manga Panel,"Join Mangamo, the official place to read My Love Story with Yamada-kun at Lv999! digitally, to learn more about what's next for the series, including the print version from Inklore!  ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
1,4:45 PM,5:35 PM,1645,1735,511-ABC,N,N,Breastplate Patterning Workshop,"Let’s make a breastplate pattern together! Come watch or participate in this hands-on workshop where Tiffany Gordon Cosplay will go over how to make a breastplate pattern on a person using Saran Wrap, Masking Tape and Sharpies.  ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***

* Presented by AX24 Cosplay Senpai Tiffany Gordon Cosplay"
1,4:45 PM,5:35 PM,1645,1735,408-AB,N,N,Getting Started In Voice Acting,"You are invited to this panel where we will look at video games, anime, commercials, narration, equipment, where to find work, agents and so much more. If this is a dream of yours this is on panel not to miss. The Voice Actor College has helped people all over the world embark into the voiceover industry and would love to help you do the same.   ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
1,4:45 PM,5:35 PM,1645,1735,411,N,N,J-Pop Y2K: A Guide to Japanese Pop In The 2000s,"Join A-to-J Connections as we take a look at what topped the Japanese charts in the first decade of the 2000s. Artists like Junko Akimoto, and Erika Sawajiri will be discussed along with big names like SMAP, and Ayumi Hamasaki. Stop by to learn something new, or just to hear some nostalgic tunes!  ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
1,4:45 PM,5:35 PM,1645,1735,jw-diamond,N,N,KADOKAWA Industry Panel,Come stop by to catch all new anime from KADOKAWA!  ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***
1,5:15 PM,6:05 PM,1715,1805,404-AB,N,N,Otome 101 : 2024 version,All about otome and female-oriented game and other media contents! Subject to change  ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***
1,5:15 PM,6:05 PM,1715,1805,406-AB,N,?,Origami Workshop,"Immerse yourself in the art of Origami, Japanese paper folding.
Fold a dollar bill to make a ring for your finger. Then make a hopping frog & an inflatable box.  ***This room will NOT be cleared prior to this panel. This room will be cleared after this panel.***"
1,5:15 PM,6:05 PM,1715,1805,403-AB,N,N,A Guide To Cosplay Competitions,"Have you ever wanted to enter a cosplay competition but don’t know where to start, look no further! Come join us for an in-depth look at the cosplay competitions/masquerades. We have cosplay competition veterans and newbies here to discuss and give advice to people looking to get into this very fun community!  Come join us!  ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
1,5:30 PM,6:30 PM,1730,1830,jw-platinum,N,N,Witch Hat Atelier Panel featuring Manga Author Kamome Shirahama and Anime Staff,"Join us for an enchanting journey into the world of Witch Hat Atelier with manga author Kamome Shirahama and special guests from the anime production staff! They'll be unveiling the latest information about the upcoming anime adaptation, as well as and behind-the-scenes creations.  ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
1,5:30 PM,6:20 PM,1730,1820,petree-hall,N,N,eigoMANGA's How To Draw Manga,eigoMANGA creators will hold a tutorial workshop to teach the fundamentals of manga illustration. They will also be on hand to critique portfolios from up-and-coming artists.  ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***
1,5:45 PM,6:35 PM,1745,1835,409-AB,N,N,Get started with styling awesome wigs!,"If you've never styled a wig before or want to relearn the basics, this panel is for you! Join 2023 AX Masquerade Best Intermediate cosplayer Beanandcheese.burrito as she demonstrates the materials and techniques you need to style an awesome wig. Stick around and you may win a beginner’s toolkit!  ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.*** "
1,5:45 PM,7:05 PM,1745,1905,402-AB,N,N,Japanese Street Fashion and Lolita Fashion Now,"All the current beauty and fashion trends straight from the heart of Harajuku by Tokyo subculture fashion model and stylist, RinRin Doll.   After the talk show, there will be a Q+A session, fun posing lessons, and chances to win trendy prizes!  ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
1,6:00 PM,7:30 PM,1800,1930,the-novo,?,?,Utano☆Princesama ALL STAR STAGE -MUSIC UNIVERSE-,"Anime Expo 2024, Shining Production, and Raging Entertainment present ALL STAR STAGE -MUSIC UNIVERSE-, a joint performance by ST☆RISH, QUARTET NIGHT and HE★VENS, in L.A.!! ***This room WILL be cleared prior to this event. This room WILL be cleared after this event.***"
1,6:15 PM,7:05 PM,1815,1905,411,N,N,GoHands New Animation Project “MOMENTARY LILY”,"GoHands, the studio of ”The Girl I Like Forgot Her Glasses”, ”The Masterful Cat Is Depressed Again Today”, “K”, and “Mardock Scramble”, present their long-awaited new Animation Project “MOMENTARY LILY”. Stay tuned for more information. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
1,6:15 PM,7:05 PM,1815,1905,408-AB,N,N,SHOJI KAWAMORI Q&A,"Japanese mechanical designer, animation director and producer SHOJI KAWAMORI will conduct a Q&A session. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
1,6:15 PM,7:05 PM,1815,1905,511-ABC,N,N,Ys X: Nordics Gameplay Panel with AX Guest of Honor Toshihiro Kondo,Watch Ys X: Nordics gameplay while Nihon Falcom President and AX Guest of Honor Mr. Kondo discusses everything new in this latest installment in the Ys series. The Ys X release date and new plushies will also be revealed! All attendees will receive an exclusive gift. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***
1,6:30 PM,9:30 PM,1830,2130,main-events,Y,?,AMV Competition finals,"AMV Join us at Anime Expo 2024 for the ultimate celebration of creativity and fandom in our highly anticipated Anime Music Video (AMV) Competition! Talented editors from around the world will showcase their skills by blending captivating anime scenes with dynamic music tracks. This is a ticketed event, please pick-up your tickets at the ticketing booth located at Chick Hearn Court. ***This room WILL be cleared prior to this panel.***"
1,6:45 PM,7:15 PM,1845,1915,jw-platinum,N,N,To Be Hero X Special Premiere,"Be among the first to get an early sneak peek at the upcoming project between Aniplex and bilibili, featuring director Li Haolin at the helm of the series. You won't want to miss the fantastic explosion of color, slick animation, and style! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
1,6:45 PM,7:35 PM,1845,1935,403-AB,N,Y,GKIDS Industry Panel,"Join the team from GKIDS as they discuss their upcoming slate and the process of curating and releasing animated films from around the world. Some of the recent and upcoming projects for GKIDS include Studio Ghibli's Academy Award®-winning THE BOY AND THE HERON, GHOST CAT ANZU, and more!  ***This room will NOT be cleared prior to this panel. This room will be cleared for the next panel.***"
1,6:45 PM,7:35 PM,1845,1935,404-AB,N,Y,Webtoons to Anime,"With the success of Solo Leveling, more webtoons than ever are being adapted as anime. See what’s hot and what’s next with Takaya Yamaguchi (Head of Anime Production,  Crunchyroll), Ernest Woo (Chief Strategy Officer, Tappytoon), Won Young Seo, (Editor, Ize Press), and Deb Aoki (Mangasplaining).  ***This room will NOT be cleared prior to this panel. This room will be cleared for the next panel.***"
1,7:00 PM,8:20 PM,1900,2020,jw-diamond,N,N,CloverWorks Industry Panel,"The renowned studio behind BOCCHI THE ROCK!, the Rascal Does Not Dream series, and SPY x FAMILY is coming to Anime Expo with the CloverWorks Industry Panel! In addition to introducing CloverWorks’ new titles, The Elusive Samurai and FURERU, the panel will feature a special spotlight on the hit show WIND BREAKER with special guests, including the character designer and producers of the series, as they discuss what went into creating the show and their careers at this prolific studio! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
1,7:00 PM,7:50 PM,1900,1950,petree-hall,N,?,"FURYU Industry Panel and Q&A: 
Let's Talk with Hatsune Miku Product Developers!",Furyu's figure developers will discuss the details and charms of their Hatsune Miku products. Feel free to ask any questions during the Q&A session! Attendees will also receive an exclusive sticker♪ ***This room will NOT be cleared prior to this panel.***
1,7:15 PM,8:15 PM,1915,2015,jw-platinum,N,N,Crunchyroll x Kadokawa Presents Special Screenings,Crunchyroll and Kadokawa team up to bring audiences an exciting presentation with some of the hottest anime episodes to Anime Expo! Don't miss your chance to enjoy a special screening with some of the biggest names in anime. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***
1,7:30 PM,10:00 PM,1930,2200,406-AB,Y,?,Design Your Own Stoneware Piece,"Join us at the 2024 Anime Expo for a paint-your-own pottery workshop. This workshop is a great way to get creative, create a one-of-a-kind keepsake from the Expo, and, as a bonus, you get time to rest your feet after a long day of exploring.  Pre-registration required ***This room WILL be cleared prior to this panel.***"
1,8:00 PM,8:50 PM,2000,2050,409-AB,N,Y,Anime Beats & Visual Feats: The Art of VJing at Conventions,"This panel delves into the dynamic world of VJing at anime convention raves. Join us as we explore how visual art and anime-themed music intertwine to create immersive experiences. Learn about the creative process, technical setup, and the unique challenges of bringing anime music to life through vibrant visuals.  ***This room will NOT be cleared prior to this panel. This room will be cleared for the next panel.***"
1,8:30 PM,10:00 PM,2030,2200,jw-platinum,N,?,Exclusive Premieres with Crunchyroll,Don't miss your chance to be the first to catch a sneak peek at Crunchyroll's upcoming simulcasts! Catch these special screenings before they air! ***This room will NOT be cleared prior to this panel.***
1,8:30 PM,9:20 PM,2030,2120,511-ABC,N,Y,“The Magical Girl and the Evil Lieutenant Used to Be Archenemies” Premiere,Avex Pictures presents the premiere of “The Magical Girl and the Evil Lieutenant Used to Be Archenemies” by Studio BONES.  ***This room will NOT be cleared prior to this panel. This room will be cleared for the next panel.***
1,8:30 PM,9:20 PM,2030,2120,402-AB,N,?,Sekai Project Industry Panel,"Come join Sekai Project as we take a look at the current industry, discuss our new and current projects, what the future holds for us and Q&A if time permits. Oh! And giveaways! ***This room will NOT be cleared prior to this panel.***"
1,8:30 PM,10:20 PM,2030,2220,408-AB,N,Y,The Entire Lore of Kingdom Hearts: Updated,"Ever heard of a game called Kingdom Hearts, whether it was from a friend or just curiosity? Still confused after your friend lore dumped on you? Well, a game just dropped, and it's time to take a refresher course. ***This room will NOT be cleared prior to this panel. This room will be cleared for the next panel.***"
1,8:30 PM,9:50 PM,2030,2150,411,Y,?,Otome 102: After Dark with Your Ikemen (18+),"All 18+ and yandere attendees welcome. No prerequisite courses required for this ""advanced"" lesson on otome dating games 😉. If this ain't your first otome rodeo? This is THE panel you won't want to miss: with a focus on angst, horror, steam, and the ""adult"" side of this genre. ***This room WILL be cleared prior to this panel.***"
